	#	#	#	#	https://www.millesima.fr/	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/roussillon/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
producteur-clos-fourtet	Clos Fourtet	5	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-clos-fourtet.html	
france-carignan	Carignan	15	#	#	https://www.millesima.fr/france-carignan.html	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/loire/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=%2BzsWadAWmCwVy2fLowfV9XJVEiDgad3UEw3cFBn%2FxpoGgsr3vY%2BU%2F6Mml33TjJUIG%2BwNeEVRtZRvjex%2Fc%2BqV9YJ1duhox6aifuU2vZF1KOQCaj47AJ0TjYGYIcxn1hRcrB1xsgDReFvrCR4N%2Bb9r8oVTmr2NyC536FN8b8FC0GIaShcCo6ybAh9f0%2BlcciYfP4VN5EUseW11tjCvIsrJFw%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=%2BzsWadAWmCwVy2fLowfV9XJVEiDgad3UEw3cFBn%2FxpoGgsr3vY%2BU%2F6Mml33TjJUIG%2BwNeEVRtZRvjex%2Fc%2BqV9YJ1duhox6aifuU2vZF1KOQCaj47AJ0TjYGYIcxn1hRcrB1xsgDReFvrCR4N%2Bb9r8oVTmr2NyC536FN8b8FC0GIaShcCo6ybAh9f0%2BlcciYfP4VN5EUseW11tjCvIsrJFw%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/roussillon/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
producteur-clos-marie	Clos Marie	4	#	||accueil|||tous nos vins|||france|||région|||languedoc|||producteur|	https://www.millesima.fr/producteur-clos-marie.html	
producteur-roc-d-anglade	Roc d'Anglade	4	#	||accueil|||tous nos vins|||france|||région|||languedoc|||producteur|	https://www.millesima.fr/producteur-roc-d-anglade.html	
coteaux-du-languedoc	Coteaux du Languedoc	23	#	||accueil|||tous nos vins|||france|||région|||languedoc|||appellation|	https://www.millesima.fr/coteaux-du-languedoc.html	
igp-pays-de-l-herault	IGP Pays de l'Hérault	5	#	||accueil|||tous nos vins|||france|||région|||languedoc|||appellation|	https://www.millesima.fr/igp-pays-de-l-herault.html	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/roussillon/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
languedoc-appellations	Appellation	52	#	||accueil|||tous nos vins|||france|||région|||languedoc|	https://www.millesima.fr/tous-nos-vins/france/france-regions/languedoc/languedoc-appellations.html	
1er-grand-cru-classe-b	1er grand cru classé B	79	#	#	https://www.millesima.fr/1er-grand-cru-classe-b.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/languedoc/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
france-roussanne	Roussanne	13	#	#	https://www.millesima.fr/france-roussanne.html	
producteur-chateau-trottevieille	Château Trottevieille	10	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-trottevieille.html	
producteur-chateau-pavie-macquin	Château Pavie Macquin	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-pavie-macquin.html	
producteur-g-moulinier	G. Moulinier	2	#	||accueil|||tous nos vins|||france|||région|||languedoc|||producteur|	https://www.millesima.fr/producteur-g-moulinier.html	
saint-chinian	Saint-Chinian	2	#	||accueil|||tous nos vins|||france|||région|||languedoc|||appellation|	https://www.millesima.fr/saint-chinian.html	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/languedoc/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
2e-cru-classe	2e cru classé	181	#	#	https://www.millesima.fr/2e-cru-classe.html	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=Isu5xjJaA86nB%2FtRiF0BrqeCz578X5MENn1rNxWm3frHaVm4qLbnP76tQo9129YpfEYSnmTPl1w4X1DEfENtIl%2Fbzw2ojxs8cS4NEWV0qdvBX%2BhiE9tvCARwAHpeIao1oGHMqrqBsngOP8TTouxvm6cAX4%2BB3r99wvYCed9GPHYuYill8oU6hHpeK5kAkhKSlhnoGgnk1AYj9%2Bex8HsbUg%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=Isu5xjJaA86nB%2FtRiF0BrqeCz578X5MENn1rNxWm3frHaVm4qLbnP76tQo9129YpfEYSnmTPl1w4X1DEfENtIl%2Fbzw2ojxs8cS4NEWV0qdvBX%2BhiE9tvCARwAHpeIao1oGHMqrqBsngOP8TTouxvm6cAX4%2BB3r99wvYCed9GPHYuYill8oU6hHpeK5kAkhKSlhnoGgnk1AYj9%2Bex8HsbUg%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/languedoc/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
viognier	Viognier	72	#	#	https://www.millesima.fr/viognier.html	
roussanne	Roussanne	14	#	#	https://www.millesima.fr/roussanne.html	
marsanne	Marsanne	92	#	#	https://www.millesima.fr/marsanne.html	
grenache-blanc	Grenache Blanc	19	#	#	https://www.millesima.fr/grenache-blanc.html	
producteur-chateau-lascombes	Château Lascombes	16	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-lascombes.html	
producteur-chateau-nairac	Château Nairac	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-nairac.html	
producteur-chateau-rauzan-gassies	Château Rauzan-Gassies	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-rauzan-gassies.html	
carignan	Carignan	17	#	#	https://www.millesima.fr/carignan.html	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/languedoc/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
france-grenache-blanc	Grenache Blanc	19	#	#	https://www.millesima.fr/france-grenache-blanc.html	
france-marsanne	Marsanne	92	#	#	https://www.millesima.fr/france-marsanne.html	
france-viognier	Viognier	72	#	#	https://www.millesima.fr/france-viognier.html	
cotes-du-roussillon	Côtes du Roussillon	1	#	||accueil|||tous nos vins|||france|||région|||roussillon|||appellation|	https://www.millesima.fr/cotes-du-roussillon.html	
cotes-du-roussillon-villages	Côtes du Roussillon Villages	7	#	||accueil|||tous nos vins|||france|||région|||roussillon|||appellation|	https://www.millesima.fr/cotes-du-roussillon-villages.html	
roussillon-producteurs	Producteur	19	#	||accueil|||tous nos vins|||france|||région|||roussillon|	https://www.millesima.fr/tous-nos-vins/france/france-regions/roussillon/roussillon-producteurs.html	
france-tempranillo	Tempranillo	1	#	#	https://www.millesima.fr/france-tempranillo.html	
1er-grand-cru-classe-a	1er grand cru classé A	24	#	#	https://www.millesima.fr/1er-grand-cru-classe-a.html	
reuilly	Reuilly	1	#	||accueil|||tous nos vins|||france|||région|||loire|||appellation|	https://www.millesima.fr/reuilly.html	
producteur-chateau-rauzan-segla	Château Rauzan-Ségla	14	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-rauzan-segla.html	
producteur-chateau-de-tracy	Château de Tracy	7	 Le domaine du château de Tracy s’étend sur 32 hectares, entre la butte de Tracy et le plateau du champ de cris. Le château surplombe la Loire . Plantée uniquement de Sauvignon Blanc , la propriété ne produit que des blancs secs bénéficiant de l’appellation Pouilly Fumé . Les vignes du château de Tracy  bénéficient d’une véritable mosaïque de terroirs, avec des sols composés d’argiles à silex, de marnes, de petites huîtres kimméridgiennes et de calcaires. Une magnifique diversité offrant au vin complexité, originalité et minéralité.	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-chateau-de-tracy.html	
producteur-chateau-olivier	Château Olivier	12	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-olivier.html	
producteur-pascal-jolivet	Pascal Jolivet	10	 Le père de Pascal Jolivet , Jacques, est un négociant en vin à Pouilly sur Loire et confie la direction du négoce à son fils. En 1987, Pascal Jolivet, alors ancien agent de la maison de champagnes Pommery, crée sa propre marque et s'installe à Sancerre . Cet "artisan du goût", comme on aime à le présenter, vinifie son premier millésime en 1991 tout en devenant négociant-éleveur. Après de nombreux investissements dans le vignole sancerrois, puis en AOP Pouilly-Fumé ou encore en Touraine, le domaine Pascal Jolivet compte aujourd'hui 65 hectares dont 42 à Sancerre et 8 à Pouilly-Fumé. L'amateur de Sancerre et de Pouily-Fumé trouvera son bonheur dans une gamme de vins de belles factures: "Attitude", "Sauvage", "Indigène", "Exception"... A découvrir !	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-pascal-jolivet.html	
pouilly-fume	Pouilly-Fumé	19	#	||accueil|||tous nos vins|||france|||région|||loire|||appellation|	https://www.millesima.fr/pouilly-fume.html	
producteur-joseph-mellot	Joseph Mellot	15	#	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-joseph-mellot.html	
producteur-alphonse-mellot	Alphonse Mellot	34	#	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-alphonse-mellot.html	
producteur-henri-bourgeois	Henri Bourgeois	19	#	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-henri-bourgeois.html	
sancerre	Sancerre	94	#	||accueil|||tous nos vins|||france|||région|||loire|||appellation|	https://www.millesima.fr/sancerre.html	
loire	Loire	144	#	||accueil|||tous nos vins|||france|||région|	https://www.millesima.fr/loire.html	
loire?appellation=367&ecmp=SOC_generic_blog_offer-0	Loire	144	#	||accueil|||tous nos vins|||france|||région|	https://www.millesima.fr/tous-nos-vins/france/loire.html?appellation=367&ecmp=SOC_generic_blog_offer-0	
igp-cotes-de-la-charite	IGP Côtes de la Charité	3	#	||accueil|||tous nos vins|||france|||région|||loire|||appellation|	https://www.millesima.fr/igp-cotes-de-la-charite.html	
producteur-domaine-vincent-pinard	Domaine Vincent Pinard	24	 Situé au coeur de l'appellation Sancerre , à Bué, le domaine Vincent Pinard  pratique la viticulture depuis plusieurs siècles et conserve jalousement une approche traditionnelle. Les 17 hectares juchés sur les collines de Bué bénéficient d'une approche culturale basée sur le respect de l'environnement et du biotope. En ce sens, il n'y a pas d'utilisation de désherbant chimique ni toute autre méthode du même type. Vincent Pinard privilégie peu d'interventions, s'astreignant plutôt à accompagner intelligemment sa vigne, pour ne récolter que les meilleurs raisins. Avec cette philosophie du respect des parcelles, les vignes sont en bonne santé. Inutile donc de risquer de gommer toute expression du terroir avec une approche culturale contraire à ces principes.	||accueil|||tous nos vins|||france|||région|||loire|||producteur|	https://www.millesima.fr/producteur-domaine-vincent-pinard.html	
loire?appellation=422	Loire	144	#	||accueil|||tous nos vins|||france|||région|	https://www.millesima.fr/tous-nos-vins/france/loire.html?appellation=422	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=lGvWtJeUvzasycq%2BPtuubhrz%2FG7FEnHao0FEArwPGIYVZzP9NuLqOu%2FS3ZYRHUc3GeHhUpwWxrZYDQqjPvvOMHeDLIGcws6nRePZRl3dWgKZ2AI55%2Fq3UfaHksoumI0BUdnuhsbeQHGGyzPtOIo5WCW8lZDj7OKhqut6fuxdCgy2kgnmRJbimAnOdf4e39rHqF5TRe6yie%2FZY8l0PpGIAw%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=lGvWtJeUvzasycq%2BPtuubhrz%2FG7FEnHao0FEArwPGIYVZzP9NuLqOu%2FS3ZYRHUc3GeHhUpwWxrZYDQqjPvvOMHeDLIGcws6nRePZRl3dWgKZ2AI55%2Fq3UfaHksoumI0BUdnuhsbeQHGGyzPtOIo5WCW8lZDj7OKhqut6fuxdCgy2kgnmRJbimAnOdf4e39rHqF5TRe6yie%2FZY8l0PpGIAw%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
rosso-di-montepulciano	Rosso di Montepulciano	4	#	||accueil|||italie|||région|||toscane|||appellation|	https://www.millesima.fr/rosso-di-montepulciano.html	
producteur-la-braccesca	La Braccesca	16	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-la-braccesca.html	
toscane-appellations	Appellation	316	#	||accueil|||italie|||région|||toscane|	https://www.millesima.fr/italie/italie-regions/toscane/toscane-appellations.html	
toscane	Toscane	316	#	||accueil|||italie|||région|	https://www.millesima.fr/italie/italie-regions/toscane.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/italie/italie-regions/toscane/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267701&pageView=&langId=-2&catalogId=10554	Autres	52	#	#	https://www.millesima.fr/CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267701&pageView=&langId=-2&catalogId=10554	
cortona	Cortona	10	#	||accueil|||italie|||région|||toscane|||appellation|	https://www.millesima.fr/cortona.html	
vino-nobile-di-montepulciano	Vino Nobile di Montepulciano	4	#	||accueil|||italie|||région|||toscane|||appellation|	https://www.millesima.fr/vino-nobile-di-montepulciano.html	
toscane-producteurs	Producteur	316	#	||accueil|||italie|||région|||toscane|	https://www.millesima.fr/italie/italie-regions/toscane/toscane-producteurs.html	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/italie/italie-regions/toscane/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/italie/italie-regions/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
producteur-antinori	Antinori - Villa Antinori	5	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-antinori.html	
producteur-conti-costanti	Conti Costanti	5	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-conti-costanti.html	
producteur-tenuta-san-guido	Tenuta San Guido	4	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-tenuta-san-guido.html	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/italie/italie-regions/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
rosso-di-montalcino	Rosso di Montalcino	8	#	||accueil|||italie|||région|||toscane|||appellation|	https://www.millesima.fr/rosso-di-montalcino.html	
RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	#	#	#	#	https://www.millesima.fr/italie/italie-regions/RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=U3kGfn60WYjhtscMC4ag06lECVnhBlUxTUSJvDDMZGPOf80x6CBpBDI0R3UpTbSx5t%2FaDxlgugmQCvzoWEBE3bI8qropIQfGtCRp1PAK7RXAkytFLumAaef4zUKi4uoELqttbE8HBGogguPTULCG6jE%2BGBYHP%2B60QGTbPffYQxsKu6fdToNQ7W3vAjadzjwHMPDBHb6vJPiNjhFsqsH89A%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=U3kGfn60WYjhtscMC4ag06lECVnhBlUxTUSJvDDMZGPOf80x6CBpBDI0R3UpTbSx5t%2FaDxlgugmQCvzoWEBE3bI8qropIQfGtCRp1PAK7RXAkytFLumAaef4zUKi4uoELqttbE8HBGogguPTULCG6jE%2BGBYHP%2B60QGTbPffYQxsKu6fdToNQ7W3vAjadzjwHMPDBHb6vJPiNjhFsqsH89A%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/italie/italie-regions/toscane/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
producteur-donatella-cinelli-colombini	Donatella Cinelli Colombini	9	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-donatella-cinelli-colombini.html	
CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267704&pageView=&langId=-2&catalogId=10554	Cabernet Sauvignon	33	#	#	https://www.millesima.fr/CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267704&pageView=&langId=-2&catalogId=10554	
